examine,id,members,lowalch,limit,value,highalch,icon,name
Rune platebody in the colours of a long-forgotten god.,12460,False,26000.0,8.0,65000,39000.0,Ancient platebody.png,Ancient platebody
Rune platelegs in the colours of a long-forgotten god.,12462,False,25600.0,8.0,64000,38400.0,Ancient platelegs.png,Ancient platelegs
Rune plateskirt in the colours of a long-forgotten god.,12464,False,25600.0,8.0,64000,38400.0,Ancient plateskirt.png,Ancient plateskirt
"A mysterious artifact of ancient times, emblem traders will pay you extremely handsomely for this.",22305,True,6400000.0,250.0,16000000,9600000.0,Ancient relic.png,Ancient relic
Leggings from the Ancient Vestments.,12195,True,2800.0,8.0,7000,4200.0,Ancient robe legs.png,Ancient robe legs
Ancient Vestments.,12193,True,2800.0,8.0,7000,4200.0,Ancient robe top.png,Ancient robe top
"A set containing a full helm, platebody, legs and kiteshield.",13060,False,32000.0,8.0,80000,48000.0,Ancient rune armour set (lg).png,Ancient rune armour set (lg)
"A set containing a full helm, platebody, skirt and kiteshield.",13062,False,32000.0,8.0,80000,48000.0,Ancient rune armour set (sk).png,Ancient rune armour set (sk)
A magical staff of ancient origin...,4675,True,40000.0,70.0,100000,60000.0,Ancient staff.png,Ancient staff
"A mysterious artifact of ancient times, of substantial value to emblem traders.",21813,True,800000.0,250.0,2000000,1200000.0,Ancient statuette.png,Ancient statuette
An Ancient stole.,12201,True,1000.0,8.0,2500,1500.0,Ancient stole.png,Ancient stole
"A mysterious artifact of ancient times, of reasonable value to emblem traders.",21810,True,400000.0,250.0,1000000,600000.0,Ancient totem.png,Ancient totem
A magical shield with a wyvern visage.,21634,True,800000.0,8.0,2000000,1200000.0,Ancient wyvern shield (uncharged).png,Ancient wyvern shield
I hope this tastes better than it looks.,13441,True,180.0,10000.0,450,270.0,Anglerfish.png,Anglerfish
Use on a necklace of anguish to make it look fancier!,22246,True,2000.0,4.0,5000,3000.0,Anguish ornament kit.png,Anguish ornament kit
These gloves will make your flesh transparent.,20101,True,1.0,4.0,1,1.0,Ankou gloves.png,Ankou gloves
This mask will make your flesh transparent.,20095,True,1.0,4.0,1,1.0,Ankou mask.png,Ankou mask
These socks will make your flesh transparent.,20107,True,1.0,4.0,1,1.0,Ankou socks.png,Ankou socks
This top will make your flesh transparent.,20098,True,1.0,4.0,1,1.0,Ankou top.png,Ankou top
These leggings will make your flesh transparent.,20104,True,1.0,4.0,1,1.0,Ankou's leggings.png,Ankou's leggings
"A teleport to Annakarl, in level 46 Wilderness.",12775,True,1.0,10000.0,1,1.0,Annakarl teleport (tablet).png,Annakarl teleport (tablet)
This provides partial protection from dragonbreath attacks.,1540,False,8.0,125.0,20,12.0,Anti-dragon shield.png,Anti-dragon shield
One dose of fishy super antipoison potion.,11475,True,57.0,2000.0,144,86.0,Anti-poison supermix(1).png,Anti-poison supermix(1)
Two doses of fishy super antipoison potion.,11473,True,86.0,2000.0,216,129.0,Anti-poison supermix(2).png,Anti-poison supermix(2)
1 dose of antivenom potion.,12911,True,44.0,2000.0,110,66.0,Anti-venom(1).png,Anti-venom(1)
2 doses of antivenom potion.,12909,True,88.0,2000.0,220,132.0,Anti-venom(2).png,Anti-venom(2)
3 doses of antivenom potion.,12907,True,132.0,2000.0,330,198.0,Anti-venom(3).png,Anti-venom(3)
4 doses of antivenom potion.,12905,True,176.0,2000.0,440,264.0,Anti-venom(4).png,Anti-venom(4)
1 dose of super antivenom potion.,12919,True,44.0,2000.0,111,66.0,Anti-venom+(1).png,Anti-venom+(1)
2 doses of super antivenom potion.,12917,True,88.0,2000.0,222,133.0,Anti-venom+(2).png,Anti-venom+(2)
3 doses of super antivenom potion.,12915,True,133.0,2000.0,333,199.0,Anti-venom+(3).png,Anti-venom+(3)
4 doses of super antivenom potion.,12913,True,177.0,2000.0,444,266.0,Anti-venom+(4).png,Anti-venom+(4)
One dose of fishy extra strength antidote potion.,11503,True,57.0,2000.0,144,86.0,Antidote+ mix(1).png,Antidote+ mix(1)
Two doses of fishy extra strength antidote potion.,11501,True,86.0,2000.0,216,129.0,Antidote+ mix(2).png,Antidote+ mix(2)
1 dose of extra strong antipoison potion.,5949,True,57.0,4000.0,144,86.0,Antidote+(1).png,Antidote+(1)
2 doses of extra strong antipoison potion.,5947,True,86.0,4000.0,216,129.0,Antidote+(2).png,Antidote+(2)
3 doses of extra strong antipoison potion.,5945,True,115.0,4000.0,288,172.0,Antidote+(3).png,Antidote+(3)
4 doses of extra strong antipoison potion.,5943,True,144.0,4000.0,360,216.0,Antidote+(4).png,Antidote+(4)
1 dose of super strong antipoison potion.,5958,True,57.0,4000.0,144,86.0,Antidote++(1).png,Antidote++(1)
2 doses of super strong antipoison potion.,5956,True,86.0,4000.0,216,129.0,Antidote++(2).png,Antidote++(2)
3 doses of super strong antipoison potion.,5954,True,115.0,4000.0,288,172.0,Antidote++(3).png,Antidote++(3)
4 doses of super strong antipoison potion.,5952,True,144.0,4000.0,360,216.0,Antidote++(4).png,Antidote++(4)
One dose of fishy anti-firebreath potion.,11507,True,52.0,2000.0,132,79.0,Antifire mix(1).png,Antifire mix(1)
Two doses of fishy anti-firebreath potion.,11505,True,79.0,2000.0,198,118.0,Antifire mix(2).png,Antifire mix(2)
1 dose of anti-firebreath potion.,2458,True,52.0,2000.0,132,79.0,Antifire potion(1).png,Antifire potion(1)
2 doses of anti-firebreath potion.,2456,True,79.0,2000.0,198,118.0,Antifire potion(2).png,Antifire potion(2)
3 doses of anti-firebreath potion.,2454,True,105.0,2000.0,264,158.0,Antifire potion(3).png,Antifire potion(3)
4 doses of anti-firebreath potion.,2452,True,132.0,2000.0,330,198.0,Antifire potion(4).png,Antifire potion(4)
One dose of fishy antipoison potion.,11435,True,57.0,2000.0,144,86.0,Antipoison mix(1).png,Antipoison mix(1)
Two doses of fishy antipoison potion.,11433,True,86.0,2000.0,216,129.0,Antipoison mix(2).png,Antipoison mix(2)
1 dose of antipoison potion.,179,False,57.0,2000.0,144,86.0,Antipoison(1).png,Antipoison(1)
2 doses of antipoison potion.,177,False,86.0,2000.0,216,129.0,Antipoison(2).png,Antipoison(2)
3 doses of antipoison potion.,175,False,115.0,2000.0,288,172.0,Antipoison(3).png,Antipoison(3)
4 doses of antipoison potion.,2446,False,144.0,2000.0,360,216.0,Antipoison(4).png,Antipoison(4)
A teleport to Ape Atoll.,19631,True,1.0,10000.0,1,1.0,Ape atoll teleport (tablet).png,Ape atoll teleport (tablet)
A bucket of apple mush.,5992,True,5.0,11000.0,13,7.0,Apple mush.png,Apple mush
Mmm Apple pie.,2323,False,12.0,10000.0,30,18.0,Apple pie.png,Apple pie
This sapling is ready to be replanted in a fruit tree patch.,5496,True,1.0,200.0,1,1.0,Apple sapling.png,Apple sapling
Plant in a plantpot of soil to grow a sapling.,5283,True,5.0,200.0,13,7.0,Apple tree seed 5.png,Apple tree seed
A fruit basket filled with apples.,5386,True,1.0,600.0,1,1.0,Apples(5).png,Apples(5)
An apprentice level wand.,6910,True,600.0,125.0,1500,900.0,Apprentice wand.png,Apprentice wand
Scrawled words that can invoke the power of the gods.,21079,True,32000.0,5.0,80000,48000.0,Arcane prayer scroll.png,Arcane prayer scroll
A sigil in the shape of an arcane symbol.,12827,True,300000.0,5.0,750000,450000.0,Arcane sigil.png,Arcane sigil
An ethereal shield with an arcane sigil attached to it.,12825,True,800000.0,8.0,2000000,1200000.0,Arcane spirit shield.png,Arcane spirit shield
An ancient banner baring the mark of the Arceuus Elders.,20251,True,28.0,4.0,70,42.0,Arceuus banner.png,Arceuus banner
A rare hood from Arceuus.,20113,True,1.0,4.0,1,1.0,Arceuus hood.png,Arceuus hood
A teleport to the Arceuus Library,19613,True,1.0,10000.0,1,1.0,Arceuus library teleport (tablet).png,Arceuus library teleport (tablet)
A blue scarf adorned with a dark crystal.,19943,True,4000.0,4.0,10000,6000.0,Arceuus scarf.png,Arceuus scarf
This helmet is worn by archers.,3749,True,24000.0,70.0,60000,36000.0,Archer helm.png,Archer helm
A fabled ring that improves the wearer's skill with a bow...,6733,True,4000.0,8.0,10000,6000.0,Archers ring.png,Archers ring
I can exchange this for equipment.,1464,True,10.0,18000.0,25,15.0,Archery ticket.png,Archery ticket
Log cut from an arctic pine.,10810,True,14.0,11000.0,35,21.0,Arctic pine logs.png,Arctic pine logs
Arctic pine logs prepared with sacred oil for a funeral pyre.,10808,True,80.0,11000.0,200,120.0,Arctic pyre logs.png,Arctic pyre logs
A teleport to East Ardougne.,8011,True,1.0,10000.0,1,1.0,Ardougne teleport (tablet).png,Ardougne teleport (tablet)
A book about the Training Arena.,6891,True,1.0,15.0,1,1.0,Arena book.png,Arena book
Armadyl blessed dragonhide vambraces.,12506,True,1600.0,8.0,4000,2400.0,Armadyl bracers.png,Armadyl bracers
A chainskirt of great craftsmanship.,11830,True,115960.0,8.0,289900,173940.0,Armadyl chainskirt.png,Armadyl chainskirt
Armadyl blessed dragonhide chaps.,12510,True,2400.0,8.0,6000,3600.0,Armadyl chaps.png,Armadyl chaps
Armour of great craftsmanship.,11828,True,116000.0,8.0,290000,174000.0,Armadyl chestplate.png,Armadyl chestplate
An Armadyl cloak.,12261,True,800.0,8.0,2000,1200.0,Armadyl cloak.png,Armadyl cloak
Armadyl blessed dragonhide coif.,12512,True,800.0,8.0,2000,1200.0,Armadyl coif.png,Armadyl coif
A weapon originally developed for Armadyl's forces.,11785,True,396000.0,8.0,990000,594000.0,Armadyl crossbow.png,Armadyl crossbow
An Armadyl crozier.,12263,True,2000.0,8.0,5000,3000.0,Armadyl crozier.png,Armadyl crozier
Armadyl blessed dragonhide body armour.,12508,True,5200.0,8.0,13000,7800.0,Armadyl d'hide body.png,Armadyl d'hide body
Armadyl blessed dragonhide boots.,19930,True,3720.0,8.0,9300,5580.0,Armadyl d'hide boots.png,Armadyl d'hide boots
Armadyl blessed wooden shield covered in dragon leather.,23200,True,11333.0,8.0,28334,17000.0,Armadyl d'hide shield.png,Armadyl d'hide shield
"A set containing an Armadyl dragonhide coif, body, chaps and bracers.",13169,True,3800.0,8.0,9500,5700.0,Armadyl dragonhide set.png,Armadyl dragonhide set
Rune full helmet in the colours of Armadyl.,12476,False,14080.0,8.0,35200,21120.0,Armadyl full helm.png,Armadyl full helm
"A beautiful, heavy sword.",11802,True,500000.0,8.0,1250000,750000.0,Armadyl godsword.png,Armadyl godsword
Use on an Armadyl godsword to make it look fancier!,20068,True,2000.0,4.0,5000,3000.0,Armadyl godsword ornament kit.png,Armadyl godsword ornament kit
A helmet of great craftsmanship.,11826,True,115600.0,8.0,289000,173400.0,Armadyl helmet.png,Armadyl helmet
Brimming with potential.,11810,True,200000.0,10000.0,500000,300000.0,Armadyl hilt.png,Armadyl hilt
Rune kiteshield in the colours of Armadyl.,12478,False,21760.0,8.0,54400,32640.0,Armadyl kiteshield.png,Armadyl kiteshield
An Armadyl mitre.,12259,True,2000.0,8.0,5000,3000.0,Armadyl mitre.png,Armadyl mitre
This seems to have been torn from a book...,12617,True,160.0,5.0,400,240.0,Armadyl page 1.png,Armadyl page 1
This seems to have been torn from a book...,12618,True,160.0,5.0,400,240.0,Armadyl page 2.png,Armadyl page 2
This seems to have been torn from a book...,12619,True,160.0,5.0,400,240.0,Armadyl page 3.png,Armadyl page 3
This seems to have been torn from a book...,12620,True,160.0,5.0,400,240.0,Armadyl page 4.png,Armadyl page 4
Rune platebody in the colours of Armadyl.,12470,False,26000.0,8.0,65000,39000.0,Armadyl platebody.png,Armadyl platebody
Rune platelegs in the colours of Armadyl.,12472,False,25600.0,8.0,64000,38400.0,Armadyl platelegs.png,Armadyl platelegs
Rune plateskirt in the colours of Armadyl.,12474,False,25600.0,8.0,64000,38400.0,Armadyl plateskirt.png,Armadyl plateskirt
Leggings from the Armadyl Vestments.,12255,True,2800.0,8.0,7000,4200.0,Armadyl robe legs.png,Armadyl robe legs
Armadyl Vestments.,12253,True,2800.0,8.0,7000,4200.0,Armadyl robe top.png,Armadyl robe top
"A set containing a full helm, platebody, legs and kiteshield.",13052,False,32000.0,8.0,80000,48000.0,Armadyl rune armour set (lg).png,Armadyl rune armour set (lg)
"A set containing a full helm, platebody, skirt and kiteshield.",13054,False,32000.0,8.0,80000,48000.0,Armadyl rune armour set (sk).png,Armadyl rune armour set (sk)
An Armadyl stole.,12257,True,1000.0,8.0,2500,1500.0,Armadyl stole.png,Armadyl stole
A wooden arrow shaft.,52,True,1.0,7000.0,1,1.0,Arrow shaft 5.png,Arrow shaft
Probably the finest ale in Asgarnia.,1905,False,1.0,2000.0,2,1.0,Asgarnian ale.png,Asgarnian ale
How does it all fit in there?,8520,True,4.0,500.0,10,6.0,Asgarnian ale (flatpack).png,Asgarnian ale (flatpack)
This keg contains 4 pints of Asgarnian Ale.,5785,True,1.0,2000.0,1,1.0,Asgarnian ale(4).png,Asgarnian ale(4)
This looks a good deal stronger than normal Asgarnian Ale.,5739,True,1.0,2000.0,2,1.0,Asgarnian ale(m).png,Asgarnian ale(m)
This keg contains 4 pints of mature Asgarnian Ale.,5865,True,1.0,2000.0,1,1.0,Asgarnian ale(m4).png,Asgarnian ale(m4)
A handful of Asgarnian Hops.,5996,True,2.0,11000.0,5,3.0,Asgarnian hops.png,Asgarnian hops
An Asgarnian hop seed - plant in a hops patch.,5308,True,1.0,2000.0,3,1.0,Asgarnian seed 5.png,Asgarnian seed
A heap of ashes.,592,False,1.0,13000.0,2,1.0,Ashes.png,Ashes
A posy of flowers.,2460,True,40.0,150.0,100,60.0,Assorted flowers.png,Assorted flowers
Used for Lunar spells.,9075,True,20.0,10000.0,50,30.0,Astral rune.png,Astral rune
The remains of a deadly shade.,3402,True,1.0,7500.0,1,1.0,Asyn remains.png,Asyn remains
One dose of fishy Attack potion.,11431,True,2.0,2000.0,6,3.0,Attack mix(1).png,Attack mix(1)
Two doses of fishy Attack potion.,11429,True,3.0,2000.0,9,5.0,Attack mix(2).png,Attack mix(2)
1 dose of Attack potion.,125,True,2.0,2000.0,6,3.0,Attack potion(1).png,Attack potion(1)
2 doses of Attack potion.,123,True,3.0,2000.0,9,5.0,Attack potion(2).png,Attack potion(2)
3 doses of Attack potion.,121,True,4.0,2000.0,12,7.0,Attack potion(3).png,Attack potion(3)
4 doses of Attack potion.,2428,True,6.0,2000.0,15,9.0,Attack potion(4).png,Attack potion(4)
A useful herb.,261,True,19.0,13000.0,48,28.0,Avantoe.png,Avantoe
I need another ingredient to finish this Avantoe potion.,103,True,19.0,10000.0,48,28.0,Avantoe potion (unf).png,Avantoe potion (unf)
An avantoe seed - plant in a herb patch.,5298,True,3.0,200.0,8,4.0,Avantoe seed 5.png,Avantoe seed
Perhaps this could be used to create a defensive weapon.,22477,True,1000000.0,8.0,2500000,1500000.0,Avernic defender hilt.png,Avernic defender hilt
This might help me chop harder.,5751,True,1.0,2000.0,2,1.0,Axeman's folly.png,Axeman's folly
This keg contains 4 pints of Axeman's Folly.,5825,True,1.0,2000.0,1,1.0,Axeman's folly(4).png,Axeman's folly(4)
This looks a good deal stronger than normal Axeman's Folly.,5753,True,1.0,2000.0,2,1.0,Axeman's folly(m).png,Axeman's folly(m)
This keg contains 4 pints of mature Axeman's Folly.,5905,True,1.0,2000.0,1,1.0,Axeman's folly(m4).png,Axeman's folly(m4)
Baby impling in a jar. That's a bit cruel.,11238,True,20.0,18000.0,50,30.0,Baby impling jar.png,Baby impling jar
Ew it's a pile of bones.,534,True,1.0,3000.0,1,1.0,Babydragon bones.png,Babydragon bones
A bag of salt.,4161,True,4.0,8000.0,10,6.0,Bag of salt.png,Bag of salt
You can plant this in your garden.,8455,True,6000.0,10000.0,15000,9000.0,Bagged bluebells.png,Bagged bluebells
You can plant this in your garden.,8453,True,4000.0,10000.0,10000,6000.0,Bagged daffodils.png,Bagged daffodils
You can plant this in your garden.,8417,True,400.0,10000.0,1000,600.0,Bagged dead tree.png,Bagged dead tree
You can plant this in your garden.,8451,True,2000.0,10000.0,5000,3000.0,Bagged flower.png,Bagged flower
You can plant this in your garden.,8429,True,20000.0,10000.0,50000,30000.0,Bagged magic tree.png,Bagged magic tree
You can plant this in your garden.,8425,True,6000.0,10000.0,15000,9000.0,Bagged maple tree.png,Bagged maple tree
You can plant this in your garden.,8459,True,4000.0,10000.0,10000,6000.0,Bagged marigolds.png,Bagged marigolds
You can plant this in your garden.,8419,True,800.0,10000.0,2000,1200.0,Bagged nice tree.png,Bagged nice tree
You can plant this in your garden.,8421,True,2000.0,10000.0,5000,3000.0,Bagged oak tree.png,Bagged oak tree
You can plant this in your garden.,8431,True,400.0,10000.0,1000,600.0,Bagged plant 1.png,Bagged plant 1
You can plant this in your garden.,8433,True,2000.0,10000.0,5000,3000.0,Bagged plant 2.png,Bagged plant 2
You can plant this in your garden.,8435,True,4000.0,10000.0,10000,6000.0,Bagged plant 3.png,Bagged plant 3
You can plant this in your garden.,8461,True,6000.0,10000.0,15000,9000.0,Bagged roses.png,Bagged roses
You can plant this in your garden.,8457,True,2000.0,10000.0,5000,3000.0,Bagged sunflower.png,Bagged sunflower
You can plant this in your garden.,8423,True,4000.0,10000.0,10000,6000.0,Bagged willow tree.png,Bagged willow tree
You can plant this in your garden.,8427,True,8000.0,10000.0,20000,12000.0,Bagged yew tree.png,Bagged yew tree
It'd taste even better with some toppings.,6701,True,1.0,13000.0,4,2.0,Baked potato.png,Baked potato
Spun from sheeps' wool.,1759,False,1.0,13000.0,2,1.0,Ball of wool.png,Ball of wool
Sturdy struts.,19592,True,20000.0,8.0,50000,30000.0,Ballista limbs.png,Ballista limbs
A spring-loaded mechanism.,19601,True,20000.0,8.0,50000,30000.0,Ballista spring.png,Ballista spring
Mmm this looks tasty.,1963,False,1.0,13000.0,2,1.0,Banana.png,Banana
This sapling is ready to be replanted in a fruit tree patch.,5497,True,1.0,200.0,1,1.0,Banana sapling.png,Banana sapling
It's a bowl full of mushy banana.,4016,True,120.0,6000.0,300,180.0,Banana stew.png,Banana stew
Plant in a plantpot of soil to grow a sapling.,5284,True,8.0,200.0,20,12.0,Banana tree seed 5.png,Banana tree seed
A fruit basket filled with bananas.,5416,True,1.0,600.0,1,1.0,Bananas(5).png,Bananas(5)
